word,sentences,majority voted complexity label,complex_percentage,str_idx,end_idx
فراگرفتن,محمد شفیع جهانشاهی پس از انجام تحصیلات مقدماتی و آمادگی برای مدارج عالی ابتدا نزد والد خود و بعد در محضر فاضل خلخالی که نامبرده در اواخر عمر سال‌ها استاد مدرسه علوم سیاسی بود و قبل از آن به سمت مستشاری در دیوان عالی کشور انجام وظیفه می‌نمودبه کسب فیض و فراگرفتن مقدمات مدارج عالیه ادبیات عرب و فارسی و فقه و اصول و حکمت پرداخت و سال‌ها از محضر فاضل خلخالی استفاضه می‌کرد تا اینکه در سال ۱۲۹۳ وارد خدمت دادگستری شد، در بدو خدمت به عضویت دادگاه جنحه تهران و سپس به ریاست دادگاه جنحه منصوب و مشغول خدمت گردید و پس از مدتی اشتغال به قضاوت، ریاست ثبت املاک و استاد تهران را عهده‌دار شد و در تشکیلات علی‌اکبر داور به ریاست کل دادگاه‌های شهرستان تهران منصوب گردید.,0,0,253,260
بازجذب,به ندرت گلیکوزوری به علت مشکلات کلیه در بازجذب قند رخ می‌دهد، که این عارضه گلیکوزوری کلیوی نامیده می‌شود.,1,80,40,45
مسوولی,شروع چاپ و تاریخچه ماهنامه گذار با صاحب امتیازی و مدیر مسوولی سید باقر ذکی اسکویی است و بسیاری از نویسندگان و فعالان سیاسی سرشناس نیز از بدو شروع به کار با این نشریه همکاری یا گفتگو کرده‌اند.,1,80,55,60
آدم‌کش‌های,آثار درباره آدم‌کش‌های زنجیره‌ای,0,40,12,21
جبار,گنزورا جبار چحیلی معروف به شیخ جبار طاوسی، روحانی و رهبر صابئین مندائی جهان که از پیروان حضرت آدم، حضرت شیث، حضرت نوح، حضرت سام، حضرت یحیی هستند است.,1,60,7,10
سوژه,این روش اگرچه در شرایطی غیرایده‌آل نوری، فاصله چشم و متحرک‌بودن سوژه همچنان به دقت بسیار بالایی نرسیده اما هم‌اکنون در شماری از کشورهای جهان مورد استفاده قرار می‌گیرد.,0,0,64,67
روماتوئید,کارآزمایی‌های بالینی آزمایش‌های بزرگ کنترل شده دو سو کور تصادفی در بیماران مبتلا به آرتریت روماتوئید نشان داده‌اند که گولیموماب در ترکیب با متوترکسات موثر‌تر از متوترکسات به تنهایی بوده است.,0,0,91,99
گویندگان,صداپیشگان نسخه فارسی سرپرست گویندگان و راوی: امیرهوشنگ قطعه‌ای بنر: ناهید امیریان شمس‌آبادی سو: فریبا شاهین‌مقدم رئیس پدربزرگ سو: احمد مندوب هاشمی خاله لالی: مهین برزوئی کلی بچه خاله لالی: مهوش افشاری رادا: زهرا آقارضا گوجا مخالفم!: جواد پزشکیان در چند قسمت بدری نورالهی  عموجغد شاخدار: تورج نصر مامان گربه: زهرا آقارضا واژه‌نامه,0,0,28,35
مراوده,شکست رابطه عاشقانه کراپ در واقع شکست انسان‌ها را در مراوده با یکدیگر به تصویر می‌کشد.,0,0,52,57
عروق,فسفن‌ها می‌توانند همراه با سرگیجه‌های اورتوستاتیکی نیز بوجود بیایند مخصوصا در زمانی که شخص بسرعت از وضعیت نشسته یا خوابیده به حالت ایستاده قرار گیرد که نشان‌دهنده فشار بیش‌ازحد پایین عروق یا درمان نادرست هیپوتانسور یا فشارخون پایین است.,0,0,183,186
سیف,بازیگران سعید آقاخانی در نقش یحیی ساره بیات در نقش ماهرو میترا حجار در نقش طلعت نادر فلاح در نقش لطفی، مدیر کارگاه امیر راشدی نقی سیف جمالی در نقش پدر طلعت علی‌اکبر میلانی محمدرضا مالکی اکبر مددی مهر رضا بختیاری نیک سهی‌بانو ذوالقدر مجتبی سلمانی مهدی پاشایی ندا قاسمی سی و سومین جشنواره فیلم فجر قسمت نامزد نتیجه جایزه بهترین فیلم فرزاد موتمن  علی حضرتی بهترین کارگردانی فرزاد موتمن بهترین بازیگر نقش اول مرد سعید آقاخانی سیمرغ بلورین بهترین بازیگر نقش مکمل زن میترا حجار بهترین فیلمنامه اصغر عبداللهی دیپلم افتخار بهترین تدوین ژیلا ایپکچی بهترین طراحی صحنه و لباس جهانگیر میرزاجانی سیمرغ بلورین بهترین طراحی لباس,0,0,130,132
خیال,طعم شیرین خیال فیلمی به کارگردانی کمال تبریزی، نویسندگی علی میرمیرانی و نغمه ثمینی و تهیه‌کنندگی محمدعلی حسین‌نژاد محصول سال ۱۳۹۳ است.,0,0,10,13
متعال,وقتی‌که آن‌ها مایل به جدا ساختن سازنده جهان از خدای متعال شدند و دمیورژ را به عنوان آفریننده جهان مادی اطلاق نمودند.,0,0,52,56
هم‌عرض,ابوریحان بیرونی می‌گوید که محمد بن زکریا رازی تحت تاثیر اندیشه‌های مانوی بود به هم این سبب دارای نظریات خاصی درباره پیدایش هستی گردید وی بر آن بود که هیولا ماده، زمان، مکان و خدا هم‌عرض هستند؛ به نظر می‌رسد ابوریحان بیرونی و محمد بن زکریای رازی هر دو تحت تاثیر اندیشه‌های مانوی و زروانی و یونانی بوده‌اند و بعدها خیام هم در همین راستای فکر علمی بود به همین سبب به لقب زندیق و کافر و مانوی داده‌اند.,0,40,179,184
لیاقت,سید حسن مدرس در پاسخ به وکیل‌الرعایا در مجلس گفت: برهان این است که امروز ما هر چه تامل می‌کنیم می‌بینیم خداوند قابلیت در اینها قرار نداده است که لیاقت حق انتخاب را داشته باشند.,1,80,145,149
قاصدک,سینما بهمن ۱۳۹۳  من همسرش هستم ۱۳۹۰  کنعان ۱۳۸۶  من ترانه پانزده سال دارم ۱۳۸۰  متولد ماه مهر ۱۳۷۸  تلویزیون داستان یک شهر پسران آدم لحظه قاصدک تئاتر هملت انتیگونه,0,40,138,142
ممتد,سابقه هزار ساله آیین صوفیگری در ایران همیشه همراه با ذکر ممتد یک واژه یا تکرار یک حرکت به‌صورت رقص و همراه با موسیقی بوده‌است.,1,80,57,60
عامیانه,در آغاز، این رقص‌ها از دیدگاه تکنیکی بسیار فقیر و از دیدگاه حرفه‌ای یک سرگرمی مبتذل و عامیانه به‌شمار می‌آمدند، اما بعدها تعدادی از کارشناسان و رقصپردازان ایرانی و غیر ایرانی مانند آنتونی شی و جمال به نوآوری و صحنه‌ای کردن آن‌ها پرداختند.,0,0,86,92
ازدست,نیکی متوجه می‌شود و به آنها پیشنهاد می‌کند هرگز موقع رویارویی با موقعیتی غیرمنتظره، تمرکز خود را ازدست ندهند.,0,40,97,101
لایک,حمایت‌ها صفحه فیسبوک شارلی ابدو در طول یک شبانه‌روز حدود ۹۰۰ هزار لایک جدید گرفت و بیش از یک‌میلیون لایک رسید.,0,40,66,69
هیجان,در این حین، کریستین چنان اجرای زیبایی از خود به نمایش می‌گذارد که با هیجان و تشویق بی‌اندازه حضار مواجه می‌شود.,0,40,69,73
چشمانش,چینی، گودی چشمهایش را تیره کرد و نمایی شبیه جمجمه به چشمانش داد.,0,0,53,58
قابل‌ملاحظه,بر اساس یک مطالعه مدلسازی افزایش دمای هوا می‌تواند بسیار قابل‌ملاحظه ۵ درجه سانتیگراد یا ۹ درجه فارنهایت باشد.,0,0,57,67
دوبلور,سهیلا گلستانی زاده ۱۳۵۹  تهران بازیگر و دوبلور اهل ایران است.,1,100,40,45
معدوم‌سازی,همین نکته ارمنیان وان را به مقاومت واداشت، زیرا قبل از شورش، کمیته اتحاد و ترقی قصد خود در معدوم‌سازی مردم ارمنی را مخفی نمی‌کردند.,1,80,91,100
تعجب‌برانگیز,در هنگام نوشتن ابتدا انگشتم به لرزش افتاد که برای خودم هم تعجب‌برانگیز بود چرا که من به قدرت دست مشهور بودم اما بعد از مدتی تمام تنم به لرزش افتاد و متوجه شدم کاری که دارم انجام می‌دهم درست است و با اتمام آن به آرامش رسیدم.,0,0,58,69
بقال,روزنامه لوموند گزارش داده که شریف در دوران حبسش بین ژانویه ۲۰۰۵ تا اکتبر ۲۰۰۶ برای اولین بار با جمال بقال که بعدا مریدش شده، ملاقات کرده است، بقال در سال ۲۰۰۱ به اتهام توطئه برای بمب‌گذاری در سفارت آمریکا در پاریس به ده سال زندان محکوم‌شده بود.,0,0,101,104
زندانی‌شده,شریف یک‌بار دیگر در سال ۲۰۰۸ زندانی‌شده بود، پیش از حمله به شارلی ابدو هم به عنوان یک اسلام‌گرای افراطی برای پلیس فرانسه نامی آشنا بود.,0,0,29,38
سپاس‌گزار,به وسیله انتشار همین ترجمه و شرح لوکی بود که مورخان و ریاضیدانان مغرب زمین متوجه اهمیت و ارزش آثار کاشانی شدند و همه ما ایرانیان باید از آن دانشمند فقید سپاس‌گزار باشیم.,0,0,153,161
دست‌وپنجه,کنسرت‌های داخلی وی همچنان ادامه داشت بیماری دایی جواد که چند سال با بیماری سرطان دست‌وپنجه نرم می‌کرد اما همچنان با روحیه به کار آموزش و تدریس موسیقی ادامه داد.,0,20,81,89
می‌گرد,مولتی اکسیدانت در این روش از نمک طعام به عنوان ماده اولیه استفاده می‌گرد و به همین دلیل هیچگونه خطر ایمنی و بهداشتی را در محیط کار فراهم نمی‌سازد.,0,0,66,71
چت,نت تنها چند خدمات پایه‌ای مانند چت و لیست بازی ارائه می‌داد بازیکنان می‌توانستند به سرویس متصل شوند، با دیگر بازیکنان صحبت کنند و به بازی‌های چند نفره دیابلو بپیوندند.,0,0,32,33
کوارک,در کیهان‌شناسی فیزیکی، دوره کوارک دوره‌ای از تکامل جهان اولیه است که نیروهای بنیادی گرانش، الکترومغناطیس، نیروی هسته‌ای ضعیف و نیروی هسته‌ای قوی به شکل کنونی خود درآمده بودند اما دما آنقدر زیاد بود که به کوارک‌ها اجازه پیوستن به یکدیگر و تشکیل هادرونها را نمی‌داد.,0,0,28,32
مه‌بانگ,دوره کوارک تقریبا ۱۰  ۱۲ ثانیه پس از مه‌بانگ و زمانی آغاز شد که دوره الکتروضعیف با تجزیه برهمکنش الکتروضعیف به نیروی الکترومغناطیس و نیروی هسته‌ای ضعیف، پایان یافت.,0,20,37,43
گوش‌دادن,هنگام وارد شدن به تونل چارلی درحالی‌که مشغول گوش‌دادن به آهنگ مورد علاقه‌اش است، از شیشه ماشین بیرون آمده و دستان خود را بالا می‌گیرد و آخرین نامه خود را به دوست خیالی‌اش این‌گونه تمام می‌کند: در این لحظه قسم می‌خورم که ما بی‌کران هستیم.,0,0,45,52
می‌تونیم,چارلی در آخرین خط‌های نامه خود به دوستش این‌گونه می‌نویسد: ما بنا به دلایل زیادی چیزی هستیم که هستیم و شاید هیچ‌وقت بیشتر اونا رو ندونیم، ولی حتی اگه ما قدرت انتخاب اینو نداشته باشیم که از کجا اومدیم، باز می‌تونیم انتخاب کنیم که به کجا بریم.,0,0,205,212
کرکس,نشریه کرکس ریویوز در نوشته‌ای، رمان را ترکیب درستی از واقع‌گرایی با عناصری شخصی دانست که رو به جلو حرکت می‌کند.,1,80,6,9
اکتساب,با اکتساب چرخش زمین برای آغاز از استوا مقدار تغییر سرعت چیزی حدود ۰، ۴۶ کمتر  در صورت پرتاب یا حرکت به سمت شرق یا بیشتر پرتاب یا حرکت به غرب است.,0,0,3,8
زودهنگام,یک تحقیق جدید صورت گرفته در اروپا  ۲ ٫ ۵ را به عنوان نامطلوب‌ترین آلاینده هوایی برای سلامتی معرفی نموده است که سبب تقریبا ۴۹۲۰۰۰ مرگ زودهنگام می‌گردد.,0,20,133,140
سولفوریک,آزمایش‌های مقدماتی بر روی این ترکیب انجام شد ومشخص شد که این ترکیب بسیار پایدار است وآهن موجود در آن به وسیله اسید سولفوریک از آن جدا نمی‌شود.,0,0,115,122
کمپرسورها,فیزیک، از جهت ترمودینامیک و فیزیک هسته‌ای  شیمی، از جهت سوخت، احتراق، آلودگی هوا، گاز دودکش، فناوری باتری و سلول‌های سوختی مهندسی برق مهندسی اغلب برای ماشین‌های انرژی مایع مثل موتورهای احتراق، توربین‌ها، پمپ‌ها و کمپرسورها جغرافیااز جهت انرژی زمین گرمایی و کاوش منابع استخراج از معادن برای پتروشیمی و سوخت‌های فسیلی کشاورزی و جنگلداری از جهت منابع انرژی تجدید پذیر  هواشناسی برای انرژی بادی و خورشیدی آب و آبراهه‌ها برای انرژی آبی مدیریت زباله از جهت تاثیرهای زیست‌محیطی حمل و نقل برای سیستم‌های حمل و نقلی که در مصرف انرژی صرفه‌جویی می‌کنند مطالعه‌های زیست‌محیطی برای بررسی تاثیراستفاده از انرژی و تولید آن بر روی محیط‌زیست، طبیعت و تغییرهای آب و هوایی  فناوری روشنایی برای طراحی داخلی و خارجی طبیعی و مصنوعی، تاسیس‌هایی و ضرفه جویی در مصرف انرژی  تجزیه و تحلیل هزینه  مزایای انرژی برای بازگشت سرمایه به صورت آسان و هزینه چرخه عمر مربوط به پیشنهادهایی در زمینه اقدام‌هایی مربوط به بهره‌وری انرژی و حفظ آن مهندسی برق,1,60,213,221
علفزار,آنها که خویشاوند جیرجیرک‌های علفزار هستند اندازه بسیار بزرگی دارند و طول آنها بدون شاخک و پا به ۷ سانتیمتر می‌رسد.,0,20,29,34
افتراق,زمان افتراق این عقاب از دو همتای کوچکتر خود حدود ۱ ٫ ۸ میلیون تا ۷۰۰ هزار سال پیش برآورده شده‌است اگر این برآورد صحیح باشد افزایش ده تا پانزده برابری وزن این پرنده یک واقعه استثنایی محسوب می‌شود که در هیچ مهره‌دار دیگری مشاهده نشده‌است و طعمه بسیار بزرگ و نبودن رقیب غذایی آن را ممکن ساخته است.,0,40,5,10
بستگان,وی که از سال ۱۸۳۴ تا ۱۸۴۹ حکومت کرده است، جانشین پدربزرگش سانجو چوسان شده بوده پس از مرگش به دلیل نداشتن فرزند پسر، حکومت به چئولجونگ چوسان که از بستگان یئونگجو چوسان بیست‌ویکمین پادشاه چوسان بوده رسیده است.,0,0,146,151
پولاد,اردیکتور پولاد جان هنری آیرونز، طراح سلاح‌های ویژه سابق.,1,100,9,13
دربردارنده,این فهرست دربردارنده کسانی است که پرچم ایران را در پیش‌روی کاروان ایران در بازی‌های المپیک حمل کرده‌اند.,1,100,10,19
بهارمست,المپیک تابستانی ردیف المپیک پرچم‌دار رشته ایران تا پیش از ۱۹۴۷ هنوز کمیته ملی المپیک نداشت ۱ ۱۹۴۸ لندن مصطفی بهارمست نماینده انجمن ورزشی ارتش ۲ ۱۹۵۲ هلسینکی محمود نامجو وزنه‌برداری ۳ ۱۹۵۶ ملبورن محمود نامجو وزنه‌برداری ۴ ۱۹۶۰ رم جعفر سلماسی وزنه‌برداری ۵ ۱۹۶۴ توکیو نصرت‌الله شاهمیر رئیس فدراسیون شنا ۶ ۱۹۶۸ مکزیکوسیتی ابوالفضل انوری کشتی آزاد ۷ ۱۹۷۲ مونیخ عبدالله موحد کشتی آزاد ۸ ۱۹۷۶ مونترال مسلم اسکندر فیلابی کشتی آزاد ایران المپیک ۱۹۸۰ مسکو و ۱۹۸۴ لس‌آنجلس را تحریم کرد ۹ ۱۹۸۸ سئول حسن زاهدی تکواندو ۱۰ ۱۹۹۲ بارسلونا علیرضا سلیمانی کشتی آزاد ۱۱ ۱۹۹۶ آتلانتا لیدا فریمان تیراندازی ۱۲ ۲۰۰۰ سیدنی امیررضا خادم کشتی آزاد ۱۳ ۲۰۰۴ آتن آرش میراسماعیلی جودو ۱۴ ۲۰۰۸ پکن هما حسینی قایقرانی ۱۵ ۲۰۱۲ لندن علی مظاهری بوکس ۱۶ ۲۰۱۶ ریودوژانیرو زهرا نعمتی تیراندازی با کمان,1,80,109,115
بی‌پیرایه,نمای کاخ به شیوه معماری سلجوقی ساده و بی‌پیرایه اما درون آن به شیوه عثمانی پرآذین و شکوهمند می‌نمایاند.,1,80,38,46
خشکانده,بر اساس برخی گزارش‌ها درختان این خانه بزرگ خشکانده شده و قرار است با تخریب آن یک برج مرتفع تجاری ساخته شود.,0,20,43,49
لینک,بست  برای اتصال فیبرهای نوری چند حالته  پیشینه و رواج گسترده‌ای داشته است و از لحاظ شکل ظاهری و مکانیزم محکم شدن در سوکت، بسیار شبیه به  است در این نوع بست نیز باید قبل از محکم کردن از هم راستایی آن با محور سوکت مطمئن شد وگرنه تضعیف بالائی را بر روی لینک تجربه خواهید کرد.,0,0,250,253
بست‌ها,مقایسه انواع بست انواع مختلفی از بست‌ها در زمان‌های مختلف برای اهداف متفاوتی ساخته شده‌اند که لیست آنها در جدول زیر آمده است:   انواع بست فیبر نوری نام مخفف نام کامل قطر فرول نوع استاندارد نمونه‌های زمینه‌های اجرایی تصویر,1,80,33,38
بااستعداد,در همان هنگام و در مراسمی ناهاری که به مناسبت موفقیت فیلم برگزار شده بود، هربرت جورج ولز نویسنده رمان مرد نامرئی گفت  با آنکه از فیلم خوشش آمده، اما یک اشکال بزرگ درمورد آن وجود دارد و آن اینکه، فیلم، آن دانشمند بااستعداد و باهوش کتاب او را، مبدل به یک دیوانه زنجیری کرده است.,1,80,212,220
استادشاگردی,بعد از یک ملاقات سرد و ناامید کننده در کمال تعجب فلچر او را می‌پذیرد و این سرآغاز ماجرای استادشاگردی است که سراسر با شکنجه و تحقیر و سختی و حس ناامیدی پیوند خورده‌است بازیگران مایلز تلر در نقش اندرو نیمن جی.,0,0,89,99
گلزنان,گرتسکی با زدن ۸۹۴ گل در لیگ ملی هاکی در صدر جدول گلزنان تاریخ این لیگ قرار دارد و به عنوان بهترین بازیکن هاکی روی یخ جهان شناخته می‌شود.,0,0,49,54
تایپ‌شده,نمایی از منو تنظیمات ویندوز ۱۰ موبایل تبدیل صدا به متن   قابلیت جدیدی که مایکروسافت به صفحه‌کلید لمسی ویندوز ۱۰ اضافه کرده‌است امکان فعال کردن تشخیص صدا است که از طریق آن می‌توانید با به زبان آوردن کلمات مورد نظر، آن‌ها را تایپ‌شده تحویل بگیرید.,0,0,223,230
جونده,این جونده در اصل بومی جنوب شرق آسیاست اما مثل دو خویشاوند خود همراه با انسان به نقاط دیگر دنیا یعنی بیشتر جزایر پولینزی، فیجی، جزیره ایستر، هاوایی و نیوزیلند وارد شده‌است.,0,0,4,8
نابینا,فیلم با می‌نارد و فرار سه برادر با لیتای نابینا که اسیر آن‌ها شده‌است پایان می‌یابد.,0,0,41,46
تحلیلگر,اگر یک گرامر در فرم نرمال گریباخ و یک‌رشته مشتق پذیر با طول در این گرامر داده‌شده باشد، هر تحلیلگر بالا به پایین در عمق متوقف خواهد شد.,0,0,91,97
تونل‌زنی,قرارداد تونل‌زنی در شبکه‌های رایانه‌ای به کاربر اجازه می‌دهد تا به سرویس‌هایی که در شبکه‌اش ارائه نمی‌شوند، دسترسی پیدا کند.,1,100,8,15
سرخ‌رنگ,کاسواری جنوبی پرهای سیاه زبر و خشن، صورت و گردن آبی و سس سر سرخ‌رنگ دارد.,0,20,60,66
رگ,مجرای درون رگ با ضخیم شدن لایه انتیما تنگ می‌شود.,0,0,11,12
استخراج‌شده,زبان  که به صورت   نشان داده می‌شود، مجموعه‌ای از رشته‌های استخراج‌شده از  در صفر یا چند مرحله است: به طور رسمی مجموعه‌ای از رشته‌های  به طوریکه برای بعضی از ‌ها در  و    که  بسته شدن انتقالی از   است.,0,20,59,69
نوآور,هنرهای نوگرا آثاری هستند که از نیمه دوم سده ۱۹ میلادی به این سوی و در پی شکل گرفتن جریان‌های هنری نوآور در اروپا و ایالات‌متحده پدید آمدند.,0,0,98,102
تاثیراتش,این آثار و مکتب‌های فکری مرتبط با آن‌ها باعث ایجاد دگرگونی‌هایی در هنرهای تجسمی ایران از دهه ۱۹۴۰ میلادی به بعد شدند که دامنه تاثیراتش به هنرهای نمایشی هم کشیده شد.,0,0,126,133
امپرسیونیسم,کمال‌الملک نخستین مکتب هنری به سبک هنر واقع گرای غربی  را برای ایران به ارمغان آورد؛ اگرچه جایگاه هنری وی در کشور باعث شد تا برای سالیان بسیار، ایرانیان از پیگیری مکتب‌های اروپایی نوینی چون امپرسیونیسم بازمانند.,0,0,190,200
آموزشکده,این دانشکده از ادغام دو آموزشکده مدرسه صنایع مستظرفه و دانشکده معماری پدید آمد.,0,0,24,31
کاشی‌کار,تصویر زنان بومی ایرانی در پیش‌زمینه‌های کاشی‌کار موزاییکی از جمله مشخصه‌های هنر ضیاءپور بودند.,0,0,40,47
می‌آفرید,او پیکره‌های انسانیجانوریش را هم بر روی بوم و هم به صورت مجسمه می‌آفرید و در آن‌ها با تخفیف حجم، فضایی اندوهناک و تهی از امید پدیدمی‌آورد.,0,20,63,70
درهم‌تنیده,المان‌های خطاطی با حروف ابجد و همچنین اعداد و نویسه‌های درهم‌تنیده که شکلی دعاگونه به اثر می‌دهند، از جمله مهم‌ترین شاخص‌های کارهای او بوده‌اند که به خاطرشان تحسین بسیاری از منتقدان هنری را برانگیخت و جایزه‌های هنری گوناگونی را دریافت کرد.,1,60,56,65
گیم‌اسپات,وب‌گاه آی‌جی‌ان و گیم‌اسپات به ترتیب امتیاز ۹ و ۸ از ۱۰ را به این بازی تقدیم کردند.,0,0,18,26
خاطرخواه,از قضا همان خبرنگار هم خاطرخواه دختر موردعلاقه چارلی است و وقتی چارلی را می‌بیند، با او درگیر می‌شود.,1,100,23,30
بخت‌آزمایی,۴ ماه بعد، لورنس کانتر و مارتا سیگل، شرکا در یک شرکت قانونی، بطور گسترده خدمات قانونی یشان را در یک  با عنوان پستی کارت سبز بخت‌آزمایی تبلیغ کردند.,1,100,124,133
نوکلئوتید,تا ۳ نوکلئوتید را به انتهای ۳ مولکول  تک‌رشته‌ای، دو رشته‌ای، الیگوریبونوکلئوتید اضافه می‌کند.,0,0,5,13
دورنگ,لسپدزا دورنگ نام یک‌گونه از تیره باقلاییان است.,0,40,7,11
میرن,تورا بیرچ برای فیلمدنیای روح کیت بلانشت برای فیلم راهزنان ریس ویترسپون برای فیلم لگالی بلاند رنه زلوگر برای فیلم خاطرات بریجت جونز بهترین اجرای برای نقش مکمل در فیلم درام، موزیکال یا کمدی بهترین بازیگر نقش مکمل مرد بهترین بازیگر نقش مکمل زن جیم برودبنت برای فیلم آیریس استیو بوشمی برای فیلم دنیای روح هایدن کریستنسن برای فیلم زندگی به عنوان یک خانه بن کینگزلی برای فیلم سکسی وحش جود لا برای فیلم هوش مصنوعی جان ویت برای فیلم علی جنیفر کانلی برای فیلم ذهن زیبا کامرون دیاز برای فیلم آسمان وانیلی هلن میرن برای فیلم گاسفورد پارک مگی اسمیت برای فیلم گاسفورد پارک مریسا تومه برای فیلم در اتاق‌خواب کیت وینسلت برای فیلم آیریس بهترین کارگردانی بهترین فیلمنامه رابرت آلتمن برای کارگردانی گاسفورد پارک ران هاوارد برای کارگردانی ذهن زیبا پیتر جکسون برای کارگردانی باز لورمن برای کارگردانی مولن روژ!,0,0,499,502
میکروسکوپیک,اصول میکروسکوپیک مقاومت مقاومت چرخه مغناطیسیی عنصری که با قوه مغناطیسی یکدست شده است، می‌تواند به طریق زیر به دست آید:  که در آن  طول ماده مورد نظر در واحد متر است  ۰ نفوذ پذیری ماده مورد نظر  نفوذپذیری نسبی ماده بی بعد، و ۰ نفوذپذیری فضای خالی می‌باشد   سطح مقطع عرضی چرخه مورد نظر در متر مربع می‌باشد.,0,0,5,15
مصدومین,مسئولیت‌ها مسئول کمیته مبارزه با بیماری سالک بم طی حکم معاونت سلامت آقای دکتر علویان و حضور یکساله دربم ۸۴  ۲ لغایت ۸۵  ۲ مسئول اورژانس مرکز آموزشی و درمانی رازی پزشک عمومی  سال ۱۳۷۴ مشاورمدیرکل بیمه خدمات درمانی استان مازندران سال ۱۳۸۰ عضو شورای نخبگان و سرامدان شاهد و ایثارگراستان مازندران ۱۳۸۵ عضو کمیسیون عالی پزشکی بنیاد شهید و عضو گروه علمی مرکز رسیدگی به مصدومین شیمیایی دانشگاه علوم پزشکی بقیهالله فعالیتهای آموزشی و درمانی در دانشگاه علوم پزشکی بقیهالله از سال ۸۳ و در دانشگاه علوم پزشکی مازندران از سال ۸۵ مسئول کمیته تحقیقات پوست مصدومین شیمیایی کشور  پژوهشکده مهندسی و علوم پزشکی جانبازان و بنیاد شهید  عضوهیات مدیره هلال‌احمر استان مازندران و عضو هیات رئیسه مجمه هلال‌احمر ایران.,0,0,363,369
یوزباشی,در زمان شاه صفی، الله‌وردی به مقام یوزباشی غلامان دست یافت.,0,40,35,41
کاری‌ها,کنده کاری‌ها نیز اغلب با جزییات اجرا شده‌اند.,0,20,5,11
حکاک,یک حکاک ماهر بود با سابقه طلاسازی که در سال‌های ۱۴۶۷  ۱۴۵۰ فعالیت داشت و اولین کسی بود که چاپ‌هایش را در یک بشقاب امضا کرد.,1,60,3,6
طلاساز,پدر و برادرش طلاساز بودند بنابراین او به خوبی با قلم حکاکی آشنا بود و از سال‌ها قبل از آن تجربه اینکار را داشت.,0,20,13,18
متورم,به خاطر تصادف در دوران کودکی او با کل بازویش طراحی می‌کرد و از خطوط متورم استفاده می‌کرد که چهره حکاکی را برای ضخیم کردن یا نازک کردن خطوط همان‌طور که جابجا می‌شوند دگرگون کرد که بی‌همتا بود.,0,0,68,72
هیکل,جس هان به سبب جثه درشت و اندام قوی، در بیشتر فیلم‌ها، در نقش یک مرد قوی هیکل و پرزور ظاهر می‌شد.,1,80,72,75
ترین‌ها,استودیو او به عنوان یکی از گسترده ترین‌ها در زمان خودش می‌باشد که با بکارگیری متخصصانی در تصاویر اشیاء بی‌جان، چشم‌انداز، حیوانات و نمایش صحنه مصادف بر پرتره فعالیت می‌کرده است، او به مدت دو سال به آموزش پرداخت.,0,0,34,40
دزدیده‌شده,داستان گروهی خلافکار روسی و بریتانیایی و شخصی به نام چارلی مردکای، یک دلال آثار هنری خلافکار و شیک‌پوش، برای پیدا کردن یک تابلوی دزدیده‌شده با هم رقابت می‌کنند که شایعه شده کدی داخلش وجود دارد که محل طلاهای گمشده نازی‌ها را نشان می‌دهد و بازیگران جانی دپ به عنوان چارلی مورتدکای گوئینت پالترو به عنوان جوآنا مورتدکای ایوان مک‌گرگور به عنوان بازرس مارتلند اولیویا مون به عنوان جورجیا کرامپف پل بتانی جاک استرف,0,40,129,138
برگشت‌ناپذیر,فرایند برگشت‌ناپذیر در ترمودینامیک استفاده‌شده و کاربرد دارد.,0,40,7,18
آتش‌فشانی,این رود که از کوه ایشی‌کاری در کوه‌های آتش‌فشانی دایستسوزان سرچشمه می‌گیرد، از شهرهای ساپورو و آساهیکاوا گذشته و به دریای ژاپن می‌ریزد.,0,0,39,47
قطبیت,عبارت دوم در سمت راست حاصل از تغییر قطبیت مولکول‌های ماده دی الکتریک است.,1,80,36,40
اوانس,اماواتسون امااستون جین ایگلز ۱۸۹۰  ۱۹۲۹   ۱۹۶۱ لزلی ایستربروک ۱۹۴۹ آلیسون ایستوود ۱۹۷۲ ماری ایتون ۱۹۰۱  ۱۹۴۸ کریستین ابرسول ۱۹۵۳ سونیا ادی ۱۹۶۷ لیزا ادلستین ۱۹۶۶ ملیسا کلیر ایگن ۱۹۸۱ نیکول اگرت ۱۹۷۲ جنیفر ال ۱۹۶۹ لیسا ایلبچر ۱۹۵۶ زاده عربستان سعودی  جیل آیکن‌بری ۱۹۴۷ هلی آیزنبرگ ۱۹۹۲ کارمن الکترا ۱۹۷۲ اریکا النیاک ۱۹۶۹ جنا الفمن ۱۹۷۱ شانون الیزابت ۱۹۷۳ وراالن ۱۹۲۱  ۱۹۸۱ جین الیوت ۱۹۴۷ پاتریشیا الیوت ۱۹۴۲   ۱۹۴۲ کاترین اربه ۱۹۶۵ جنیفر اسپوزیتو ۱۹۷۳ جودی اوانس ۱۹۶۴ لیندا ایوانز ۱۹۴۲ ماری بت اوانس ۱۹۶۱ ایو ۱۹۷۸ آنگی اورهارت ۱۹۶۹ بریانا اویگان ۱۹۸۶ کایلا اوول ۱۹۸۵,1,100,457,461
